Last_name,first_name,middle_name,UID,Applicants_only_sem,email,birthdate,major,program_code,advisor,street1,street2,street3,city,state,zip,country,degree_name,Applicants_only_GRE_v,Applicants_only_GRE_a,Applicants_only_GRE_q,Applicants_only_GRE_v_percentile,Applicants_only_GRE_a_percentile,Applicants_only_GRE_q_percentile,Applicants_only_rating,Applicants_only_TWE,Applicants_only_TOEFL,Applicants_only_GMAT,Applicants_only_MAT_Miller,Applicants_only_MAT_New_Miller_New_Score_range,Applicants_only_LSAT,Certification_if_applicable,Special_Program_if_applicable,Applicants_only_GRE_Subject_Score,Applicants_only_GRE_Subject_Percentile,Applicants_only_GRE_Subject_Name,Applicants_only_Dept_Admission_Dec,Applicants_only_GS_Admission_Dec,Applicants_only_Dept_provision_codes,Applicants_only_GS_provision_codes,Applicants_only_GPA_Undergrad,Home_Phone,Work_Phone,Is_International,Applicants_only_ASF_Submit,Applicants_only_Recommendation_1_Name,Applicants_only_Recommendation_1_Received,Applicants_only_Recommendation_2_Name,Applicants_only_Recommendation_2_Received,Applicants_only_Recommendation_3_Name,Applicants_only_Recommendation_3_Received,Local_address_street1,Local_address_street2,Local_address_street3,Local_address_city,Local_address_state,Local_address_zip,Local_address_country,Applicants_only_Num_Publications,Last_Undergrad_Univ_code,Applicants_only_Last_Undergrad_univs_Tier,Last_Undergrad_univs_Long_Name,Applicants_only_Last_Undergrad_univs_ASF_entered_GPA,Applicants_only_Last_Undergrad_Univ_ASF_entered_Major_Department,Applicants_only_Last_Undergrad_if_available_Transcript_Received,Applicants_only_Last_Graduate_Univ_code,Applicants_only_Last_Graduate_univs_Tier,Applicants_only_Last_Graduate_univs_Long_Name,Applicants_only_Last_Graduate_univs_ASF_entered_GPA,Applicants_only_Last_Graduate_Univ_ASF_entered_Major_Department,Applicants_only_Last_Graduate_if_available_Transcript_Received,Applicants_only_Research_Interest_1,Applicants_only_Research_Interest_2,Applicants_only_Research_Interest_3,Applicants_only_Research_Interest_4,visa,sex,race,citizenship,Applicants_only_Interview_Audition_Scheduled_Date,Applicants_only_Interview_Audition_Scheduled_Location,Applicants_only_Interview_Audition_Primary_Request_Date,Applicants_only_Interview_Audition_Secondary_Request_Date,Applicants_only_ASF_Checkbox_reponse,Applicants_only_ASF_TextBox_1_reponse,Applicants_only_ASF_TextBox_2_reponse,Applicants_only_ASF_TextBox_3_reponse,Applicants_only_ASF_TextBox_4_reponse,Applicants_only_ASF_TextBox_5_reponse,Minor,Hometown,hobbies,Buckley_Confidentiality_Code,Birthday,Applicants_only_Evaluations_1,Applicants_only_Evaluations_2,Applicants_only_Evaluations_3,Applicants_only_Evaluations_4,Applicants_only_Evaluations_5,Applicants_only_Evaluations_6,Applicants_only_Evaluations_7,Applicants_only_Evaluations_8,Applicants_only_Evaluations_9,Applicants_only_Evaluations_10,Applicants_only_Evaluations_11,Applicants_only_Evaluations_12,Applicants_only_Evaluations_13,Applicants_only_Evaluations_14,Applicants_only_Aid_Request,Financial_Aid_this_sem_1_Semester,Financial_Aid_this_sem_1_Department_offering,Financial_Aid_this_sem_1_PHR_ID,Financial_Aid_this_sem_1_Type,Financial_Aid_this_sem_2_Semester,Financial_Aid_this_sem_2_Department_offering,Financial_Aid_this_sem_2_PHR_ID,Financial_Aid_this_sem_2_Type,forFuture1,forFuture2,forFuture3,forFuture4,forFuture5,forFuture6,forFuture7,forFuture8,forFuture9,forFuture10,forFuture11,forFuture12,forFuture13,forFuture14,forFuture15,forFuture16,forFuture17,forFuture18,forFuture19,forFuture20
"RUIZ","MARGUERITE",,"a608b387x415",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARPER","HATTIE",,"a611b390x418",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOX","HARRIET",,"a613b392x420",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RILEY","MOLLY",,"a614b393x421",201401,,"Apr 07, 2001",,"MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARMSTRONG","CECILIA",,"a615b394x422",201401,,"Apr 07, 1997","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ENV-CLI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARPENTER","KRISTI",,"a616b395x423",201401,,"Apr 07, 2001","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-TRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WEAVER","BRANDI",,"a617b396x424",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GREENE","BLANCHE",,"a619b398x426",201401,,"Apr 05, 1998","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-EDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAWRENCE","SANDY",,"a620b399x427",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELLIOTT","ROSIE",,"a622b401x429",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHAVEZ","JOANNA",,"a623b402x430",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-SER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SIMS","IRIS",,"a625b404x432",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUSTIN","EUNICE",,"a628b407x435",201401,,"Apr 07, 1999","IDEV","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PETERS","ANGIE",,"a629b408x436",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KELLEY","INEZ",,"a631b410x438",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRANKLIN","LYNDA",,"a632b411x439",201401,,"Apr 07, 2001","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAWSON","MADELINE",,"a634b413x441",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIELDS","AMELIA",,"a637b416x444",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"SOC-ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GUTIERREZ","ALBERTA",,"a638b417x445",201401,,"Apr 07, 1999",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RYAN","GENEVIEVE",,"a640b419x447",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"SOC-POV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHMIDT","MONIQUE",,"a643b422x450",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,"SOC-EDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARR","JODI",,"a644b423x451",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VASQUEZ","JANIE",,"a646b425x453",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASTILLO","MAGGIE",,"a649b428x456",201401,,"Apr 05, 1998","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHEELER","KAYLA",,"a652b431x459",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHAPMAN","SONYA",,"a655b434x462",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-QUA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLIVER","JAN",,"a656b435x463",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTGOMERY","LEE",,"a658b437x465",201401,,"Apr 07, 2001","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"MFL-NON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RICHARDS","KRISTINE",,"a659b438x466",201401,,"Apr 05, 1998","SOC","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,"SOC-EDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WILLIAMSON","CANDACE",,"a661b440x468",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JOHNSTON","FANNIE",,"a662b441x469",201401,,"Apr 05, 1998",,"MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BANKS","MARYANN",,"a664b443x471",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEYER","OPAL",,"a665b444x472",201401,,"Apr 07, 2001","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BISHOP","ALISON",,"a668b447x475",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MCCOY","YVETTE",,"a671b450x478",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-QUA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOWELL","MELODY",,"a673b452x480",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVAREZ","LUZ",,"a674b453x481",201401,,"Apr 07, 2001",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORRISON","SUSIE",,"a675b454x482",201401,,"Apr 07, 1997","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-WAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HANSEN","OLIVIA",,"a676b455x483",201401,,"Apr 07, 2001","IDEV","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FERNANDEZ","FLORA",,"a677b456x484",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-TERR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GARZA","SHELLEY",,"a679b458x486",201401,,"Apr 05, 1998","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARVEY","KRISTY",,"a680b459x487",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LITTLE","MAMIE",,"a685b464x492",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-EDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BURTON","LULA",,"a688b467x495",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STANLEY","LOLA",,"a689b468x496",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGUYEN","VERNA",,"a691b470x498",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GEORGE","BEULAH",,"a694b473x501",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JACOBS","ANTOINETTE",,"a695b474x502",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REID","CANDICE",,"a697b476x504",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KIM","JUANA",,"a700b479x507",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FULLER","JEANNETTE",,"a701b480x508",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,"ISEP-TRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LYNCH","PAM",,"a703b482x510",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEAN","KELLI",,"a704b483x511",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GILBERT","HANNAH",,"a706b485x513",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GARRETT","WHITNEY",,"a707b486x514",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-EDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROMERO","BRIDGET",,"a709b488x516",201401,,"Apr 05, 1998","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-POV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WELCH","KARLA",,"a711b490x518",201401,,"Apr 07, 1999","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-BIO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
